AirContaminantId	KazHydrometAirPostId	Month	PollutantConcentrationMaximumOneTimePerMonth	PollutantConcentrationMaximumOneTimePerMonthDay	PollutantConcentrationMonthlyAverage	Year	PollutantConcentrationMaximumOneTimeMonth	PollutantConcentrationMaximumOneTimePerYear	PollutantConcentrationYearlyAverage
276	4	2	0.004	17	0.001888889	2007			
276	4	1	0.011	23	0.002786667	2007			
276	4	8	0.005	9	0.001653333	2008			
276	4	4	0.006	30	0.001693333	2008			
276	4	12	0.011	3	0.002661972	2008			
276	4	7	0.002	31	0.001192308	2008			
276	4	6	0.003	14	0.001786667	2008			
276	4	5	0.006	3	0.00168	2008			
276	4	3	0.007	7	0.002	2008			
276	4	11	0.01	27	0.001756757	2008			
276	4	10	0.007	20	0.002653333	2008			
276	4	9	0.004	4	0.001813333	2008			
276	4	2	0.007	2	0.003121212	2008			
276	4	1	0.005	31	0.002014085	2008			
276	4	8	0.009	12	0.002946667	2009			
276	4	4	0.008	4	0.003589744	2009			
276	4	12	0.008	3	0.00268	2009			
276	4	7	0.011	3	0.003333333	2009			
276	4	6	0.011	24	0.002717949	2009			
276	4	5	0.004	30	0.001521739	2009			
276	4	3	0.004	5	0.002222222	2009			
276	4	11	0.003	12	0.001466667	2009			
276	4	10	0.007	7	0.00152	2009			
276	4	9	0.007	28	0.001461538	2009			
276	4	2	0.007	19	0.002	2009			
276	4	1	0.004	31	0.001942029	2009			
276	4	8	0.005	27	0.00112	2010			
276	4	4	0.008	3	0.002405797	2010			
276	4	12	0.009	25	0.003893333	2010			
276	4	7	0.006	16	0.001538462	2010			
276	4	6	0.007	19	0.001448718	2010			
276	4	5	0.006	8	0.001507246	2010			
276	4	11	0.007	10	0.002173333	2010			
276	4	10	0.007	1	0.002461538	2010			
276	4	9	0.007	25	0.001807692	2010			
276	4	2	0.012	11	0.003	2010			
276	4	1	0.013	13	0.003878788	2010			
276	4	4	0.004	2	0.001038462	2011			
276	4	12	0.006	24	0.00172	2011			
276	4	7	0.003	29	0.000733333	2011			
276	4	6	0.006	3	0.000974359	2011			
276	4	5	0.005	28	0.000909091	2011			
276	4	3	0.006	14	0.001550725	2011			
276	4	11	0.005	5	0.001320513	2011			
276	4	10	0.004	12	0.000846154	2011			
276	4	9	0.005	28	0.001	2011			
276	4	2	0.006	11	0.002041667	2011			
276	4	1	0.009	13	0.00357971	2011			
276	4	8	0.008	23	0.001782051	2012			
276	4	4	0.004	10	0.000693333	2012			
276	4	12	0.011	5	0.002086957	2012			
276	4	7	0.006	2	0.001773333	2012			
276	4	6	0.006	23	0.001858974	2012			
276	4	5	0.004	14	0.00104	2012			
276	4	3	0.006	5	0.001405797	2012			
276	4	11	0.006	10	0.000871795	2012			
276	4	10	0.008	8	0.001115385	2012			
276	4	9	0.009	13	0.001226667	2012			
276	4	2	0.006	20	0.001853333	2012			
276	4	1	0.008	11	0.001710145	2012			
276	4	8	0.007	16	0.001076923	2013			
276	4	4	0.006	2	0.000641026	2013			
276	4	12	0.011	6	0.001594203	2013			
276	4	7	0.008	22	0.001320513	2013			
276	4	6	0.008	27	0.00176	2013			
276	4	5	0.006	18	0.001027778	2013			
276	4	3	0.006	30	0.000848485	2013			
276	4	11	0.008	2	0.002294872	2013			
276	4	10	0.009	17	0.001717949	2013			
276	4	9	0.007	28	0.001266667	2013			
276	4	2	0.007	4	0.001486111	2013			
276	4	1	0.006	8	0.000986111	2013			
276	4	8	0.008	2	0.001	2014			
276	4	4	0.009	16	0.001205128	2014			
276	4	12	0.01	18	0.003166667	2014			
276	4	7	0.013	14	0.001141026	2014			
276	4	6	0.006	19	0.001506667	2014			
276	4	5	0.007	23	0.001291667	2014			
276	4	3	0.004	6	0.000333333	2014			
276	4	11	0.006	17	0.0012	2014			
276	4	10	0.009	24	0.001935897	2014			
276	4	9	0.005	2	0.001294872	2014			
276	4	2	0.004	4	0.000319444	2014			
276	4	1	0.007	4	0.00075	2014			
276	4	8	0.006	19	0.001386667	2015			
276	4	4	0.009	28	0.001307692	2015			
276	4	12	0.006	31	0.001458333	2015			
276	4	7	0.009	8	0.001666667	2015			
276	4	6	0.006	19	0.001653846	2015			
276	4	5	0.009	2	0.003463768	2015			
276	4	3	0.013	31	0.002393939	2015			
276	4	11	0.006	3	0.001533333	2015			
276	4	10	0.005	20	0.000950617	2015			
276	4	9	0.003	2	0.000706667	2015			
276	4	2	0.01	3	0.002625	2015			
276	4	1	0.009	23	0.002527778	2015			
276	4	8	0.005	5	0.001128205	2016			
276	4	4	0.006	5	0.001974359	2016			
276	4	12	0.008	29	0.002930556	2016			
276	4	7	0.006	12	0.001533333	2016			
276	4	6	0.006	10	0.001217949	2016			
276	4	5	0.006	23	0.001188406	2016			
276	4	3	0.006	31	0.001144928	2016			
276	4	11	0.006	26	0.001307692	2016			
276	4	10	0.008	24	0.001576923	2016			
276	4	9	0.007	20	0.001906667	2016			
276	4	2	0.008	13	0.001866667	2016			
276	4	1	0.01	9	0.002217391	2016			
276	4	8	0.008	4	0.002602564	2017			
276	4	4	0.008	11	0.001733333	2017			
276	4	7	0.008	12	0.001493333	2017			
276	4	6	0.012	5	0.002782051	2017			
276	4	5	0.012	16	0.00425	2017			
276	4	3	0.008	7	0.001144928	2017			
276	4	10	0.007	14	0.001320513	2017			
276	4	9	0.008	18	0.00136	2017			
276	4	2	0.01	1	0.001583333	2017			
276	4	1	0.009	20	0.002086957	2017			
230	4	8	0.042	7	0.025546667	2007			
230	4	4	0.032	28	0.014186667	2007			
230	4	12	0.03	4	0.013637681	2007			
230	4	7	0.037	11	0.019076923	2007			
230	4	6	0.044	23	0.018282051	2007			
230	4	5	0.036	21	0.017586667	2007			
230	4	3	0.032	15	0.013506667	2007			
230	4	11	0.042	30	0.015410256	2007			
230	4	10	0.053	29	0.019948718	2007			
230	4	9	0.042	11	0.019666667	2007			
230	4	2	0.039	8	0.015777778	2007			
230	4	1	0.042	30	0.02016	2007			
230	4	8	0.031	9	0.0144	2008			
230	4	4	0.034	12	0.015546667	2008			
230	4	12	0.022	4	0.010521127	2008			
230	4	7	0.051	30	0.020230769	2008			
230	4	6	0.05	26	0.018826667	2008			
230	4	5	0.037	16	0.01864	2008			
230	4	3	0.031	3	0.015444444	2008			
230	4	11	0.031	22	0.013581081	2008			
230	4	10	0.03	2	0.015413333	2008			
230	4	9	0.039	29	0.017826667	2008			
230	4	2	0.036	16	0.018010606	2008			
230	4	1	0.053	29	0.018619718	2008			
230	4	8	0.03	26	0.013306667	2009			
230	4	4	0.037	24	0.018474359	2009			
230	4	12	0.043	24	0.015293333	2009			
230	4	7	0.05	10	0.017141026	2009			
230	4	6	0.034	20	0.015923077	2009			
230	4	5	0.043	21	0.019202899	2009			
230	4	3	0.03	17	0.015972222	2009			
230	4	11	0.027	2	0.013866667	2009			
230	4	10	0.033	27	0.012986667	2009			
230	4	9	0.026	10	0.012057692	2009			
230	4	2	0.028	9	0.013041667	2009			
230	4	1	0.038	23	0.016507246	2009			
230	4	8	0.023	3	0.011893333	2010			
230	4	4	0.035	26	0.016391304	2010			
230	4	12	0.033	10	0.0096	2010			
230	4	7	0.05	16	0.018141026	2010			
230	4	6	0.036	21	0.015948718	2010			
230	4	5	0.03	31	0.011347826	2010			
230	4	11	0.028	27	0.01246	2010			
230	4	10	0.023	1	0.010435897	2010			
230	4	9	0.032	1	0.013115385	2010			
230	4	2	0.038	25	0.014180556	2010			
230	4	1	0.024	30	0.013287879	2010			
230	4	4	0.036	9	0.013320513	2011			
230	4	12	0.025	26	0.00864	2011			
230	4	7	0.036	9	0.013013333	2011			
230	4	6	0.023	27	0.010346154	2011			
230	4	5	0.033	18	0.01180303	2011			
230	4	3	0.03	4	0.012971014	2011			
230	4	11	0.029	18	0.010512821	2011			
230	4	10	0.027	1	0.010666667	2011			
230	4	9	0.032	13	0.015538462	2011			
230	4	2	0.027	19	0.010569444	2011			
230	4	1	0.026	8	0.01073913	2011			
230	4	8	0.023	27	0.00825641	2012			
230	4	4	0.019	5	0.008213333	2012			
230	4	12	0.015	8	0.005318841	2012			
230	4	7	0.045	2	0.012373333	2012			
230	4	6	0.049	29	0.016602564	2012			
230	4	5	0.039	7	0.014146667	2012			
230	4	3	0.021	31	0.007608696	2012			
230	4	11	0.016	16	0.005923077	2012			
230	4	10	0.025	17	0.007128205	2012			
230	4	9	0.014	3	0.006546667	2012			
230	4	2	0.027	3	0.00828	2012			
230	4	1	0.025	12	0.008913043	2012			
230	4	8	0.031	26	0.014384615	2013			
230	4	4	0.018	25	0.007230769	2013			
230	4	12	0.028	4	0.008985507	2013			
230	4	7	0.031	29	0.012	2013			
230	4	6	0.03	15	0.010706667	2013			
230	4	5	0.024	30	0.008444444	2013			
230	4	3	0.021	14	0.008378788	2013			
230	4	11	0.032	22	0.010628205	2013			
230	4	10	0.027	4	0.010384615	2013			
230	4	9	0.03	5	0.010226667	2013			
230	4	2	0.026	21	0.007169444	2013			
230	4	1	0.016	26	0.007361111	2013			
230	4	8	0.033	12	0.017373333	2014			
230	4	4	0.025	4	0.011051282	2014			
230	4	12	0.034	22	0.014805556	2014			
230	4	7	0.033	2	0.020064103	2014			
230	4	6	0.03	28	0.016186667	2014			
230	4	5	0.03	24	0.016777778	2014			
230	4	3	0.031	7	0.012378788	2014			
230	4	11	0.03	1	0.009986667	2014			
230	4	10	0.033	17	0.015935897	2014			
230	4	9	0.032	17	0.018858974	2014			
230	4	2	0.031	15	0.011583333	2014			
230	4	1	0.032	24	0.010319444	2014			
230	4	8	0.038	3	0.014106667	2015			
230	4	4	0.034	29	0.022730769	2015			
230	4	12	0.031	3	0.016777778	2015			
230	4	7	0.042	23	0.023525641	2015			
230	4	6	0.041	27	0.027358974	2015			
230	4	5	0.036	30	0.027681159	2015			
230	4	11	0.038	12	0.018066667	2015			
230	4	10	0.038	31	0.017620988	2015			
230	4	9	0.038	2	0.019746667	2015			
230	4	2	0.032	11	0.015472222	2015			
230	4	1	0.034	6	0.016680556	2015			
230	4	8	0.038	2	0.013179487	2016			
230	4	4	0.03	30	0.015435897	2016			
230	4	12	0.034	2	0.013540278	2016			
230	4	7	0.032	30	0.0172	2016			
230	4	6	0.038	2	0.019076923	2016			
230	4	5	0.03	4	0.017304348	2016			
230	4	3	0.029	31	0.013478261	2016			
230	4	11	0.021	1	0.008166667	2016			
230	4	10	0.032	15	0.011769231	2016			
230	4	9	0.033	17	0.014053333	2016			
230	4	2	0.03	6	0.01204	2016			
230	4	1	0.033	11	0.014173913	2016			
230	4	8	0.03	28	0.018012821	2017			
230	4	4	0.024	13	0.010653333	2017			
230	4	7	0.032	4	0.018626667	2017			
230	4	6	0.029	30	0.010730769	2017			
230	4	5	0.028	15	0.009958333	2017			
230	4	3	0.025	24	0.011207246	2017			
230	4	10	0.028	2	0.0175	2017			
230	4	9	0.038	15	0.019053333	2017			
230	4	2	0.027	2	0.011513889	2017			
230	4	1	0.029	19	0.014710145	2017			
179	5	8	0.6	1	0.203846154	2008			
179	5	12	1	13	0.297222222	2008			
179	5	7	0.6	31	0.226428571	2008			
179	5	11	0.9	12	0.238666667	2008			
179	5	10	0.6	22	0.234666667	2008			
179	5	9	0.9	30	0.2821875	2008			
179	5	8	0.8	25	0.288	2009			
179	5	4	0.7	3	0.170512821	2009			
179	5	12	0.8	31	0.313333333	2009			
179	5	7	0.6	13	0.211538462	2009			
179	5	6	1.1	20	0.308974359	2009			
179	5	5	0.6	14	0.246376812	2009			
179	5	3	0.7	14	0.320930233	2009			
179	5	11	0.9	3	0.283333333	2009			
179	5	10	0.6	2	0.248518519	2009			
179	5	9	0.88	19	0.236282051	2009			
179	5	2	0.7	9	0.22295082	2009			
179	5	1	0.7	26	0.286956522	2009			
179	5	8	0.5	3	0.161333333	2010			
179	5	4	1.1	23	0.217948718	2010			
179	5	12	0.9	15	0.246666667	2010			
179	5	7	0.6	30	0.203846154	2010			
179	5	6	0.6	7	0.177948718	2010			
179	5	5	0.8	26	0.24057971	2010			
179	5	11	0.9	18	0.265333333	2010			
179	5	10	0.5	1	0.214102564	2010			
179	5	9	0.5	29	0.233333333	2010			
179	5	2	1	3	0.231944444	2010			
179	5	1	0.9	12	0.298461538	2010			
179	5	4	0.3	1	0.1	2011			
179	5	12	0.6	24	0.132666667	2011			
179	5	7	0.2	16	0.06	2011			
179	5	6	0.2	3	0.071794872	2011			
179	5	5	0.3	4	0.104166667	2011			
179	5	3	0.5	14	0.11884058	2011			
179	5	11	0.8	17	0.174358974	2011			
179	5	10	0.3	26	0.074358974	2011			
179	5	9	0.4	10	0.123076923	2011			
179	5	2	0.4	2	0.122222222	2011			
179	5	1	0.6	29	0.284057971	2011			
179	5	8	0.3	3	0.096153846	2012			
179	5	4	2	11	0.192	2012			
179	5	12	0.5	3	0.189855072	2012			
179	5	7	0.6	3	0.156	2012			
179	5	6	0.4	25	0.115384615	2012			
179	5	5	0.2	10	0.098666667	2012			
179	5	3	0.3	3	0.115942029	2012			
179	5	11	0.8	10	0.2	2012			
179	5	10	0.7	31	0.223076923	2012			
179	5	9	0.5	27	0.121333333	2012			
179	5	2	0.5	6	0.234933333	2012			
179	5	1	0.6	12	0.2	2012			
179	5	8	0.4	31	0.138717949	2013			
179	5	4	0.2	8	0.056410256	2013			
179	5	12	0.5	7	0.169565217	2013			
179	5	7	0.2	2	0.078461538	2013			
179	5	6	0.2	1	0.066666667	2013			
179	5	5	0.2	2	0.065277778	2013			
179	5	3	0.8	2	0.137878788	2013			
179	5	11	0.5	28	0.155128205	2013			
179	5	10	0.6	26	0.15	2013			
179	5	9	0.5	3	0.188	2013			
179	5	2	0.5	1	0.186111111	2013			
179	5	1	0.8	10	0.270833333	2013			
179	5	8	1.2	22	0.258666667	2014			
179	5	4	0.4	1	0.076923077	2014			
179	5	12	0.7	31	0.329166667	2014			
179	5	7	0.4	21	0.135897436	2014			
179	5	6	0.2	30	0.101333333	2014			
179	5	5	0.5	14	0.123611111	2014			
179	5	3	0.5	6	0.143939394	2014			
179	5	11	0.6	17	0.193333333	2014			
179	5	10	1	17	0.193589744	2014			
179	5	9	0.7	16	0.180769231	2014			
179	5	2	0.4	15	0.173611111	2014			
179	5	1	0.6	13	0.166666667	2014			
179	5	8	0.6	4	0.248	2015			
179	5	4	0.6	22	0.167948718	2015			
179	5	12	0.8	4	0.345555556	2015			
179	5	7	0.7	30	0.223076923	2015			
179	5	6	0.4	24	0.125641026	2015			
179	5	5	0.4	4	0.146376812	2015			
179	5	3	0.7	20	0.212121212	2015			
179	5	11	0.7	27	0.292	2015			
179	5	10	0.6	1	0.261728395	2015			
179	5	9	0.6	12	0.276	2015			
179	5	2	0.7	11	0.270833333	2015			
179	5	1	0.6	8	0.252777778	2015			
179	5	8	0.7	27	0.224358974	2016			
179	5	4	0.7	15	0.266666667	2016			
179	5	12	0.7	3	0.2625	2016			
179	5	7	0.6	8	0.258666667	2016			
179	5	6	0.7	9	0.217948718	2016			
179	5	5	0.7	30	0.166666667	2016			
179	5	3	0.7	1	0.295652174	2016			
179	5	11	0.6	2	0.236282051	2016			
179	5	10	0.7	29	0.258974359	2016			
179	5	9	0.7	2	0.328	2016			
179	5	2	0.7	26	0.265333333	2016			
179	5	1	0.6	4	0.250724638	2016			
179	5	8	0.6	9	0.301282051	2017			
179	5	4	0.4	27	0.164	2017			
179	5	7	0.6	10	0.28	2017			
179	5	6	0.7	1	0.225641026	2017			
179	5	5	0.7	5	0.201111111	2017			
179	5	3	0.7	24	0.231884058	2017			
179	5	10	0.7	27	0.315384615	2017			
179	5	9	0.66	16	0.3104	2017			
179	5	2	0.7	23	0.254166667	2017			
179	5	1	0.6	20	0.260869565	2017			
184	5	8	0.19	15	0.084615385	2008			
184	5	12	0.17	27	0.071388889	2008			
184	5	7	0.12	31	0.0775	2008			
184	5	11	0.24	26	0.1104	2008			
184	5	10	0.2	3	0.080133333	2008			
184	5	9	0.19	8	0.078852459	2008			
184	5	8	0.19	15	0.053466667	2009			
184	5	4	0.24	8	0.076666667	2009			
184	5	12	0.3	31	0.120293333	2009			
184	5	7	0.2	13	0.064487179	2009			
184	5	6	0.22	26	0.062435897	2009			
184	5	5	0.14	21	0.068550725	2009			
184	5	3	0.22	26	0.095833333	2009			
184	5	11	0.22	3	0.078333333	2009			
184	5	10	0.21	31	0.081728395	2009			
184	5	9	0.23	30	0.067179487	2009			
184	5	2	0.19	7	0.085277778	2009			
184	5	1	0.26	6	0.120724638	2009			
184	5	8	0.13	31	0.059066667	2010			
184	5	4	0.19	17	0.071153846	2010			
184	5	12	0.24	24	0.11456	2010			
184	5	7	0.19	4	0.066794872	2010			
184	5	6	0.2	15	0.072307692	2010			
184	5	5	0.21	31	0.086956522	2010			
184	5	11	0.2	23	0.105733333	2010			
184	5	10	0.19	5	0.083333333	2010			
184	5	9	0.14	24	0.059358974	2010			
184	5	2	0.24	2	0.115694444	2010			
184	5	1	0.22	13	0.105230769	2010			
184	5	4	0.19	22	0.073333333	2011			
184	5	12	0.14	31	0.1064	2011			
185	15					2015		0.4786	0.016838218
184	5	7	0.13	29	0.0376	2011			
184	5	6	0.11	1	0.038076923	2011			
184	5	5	0.12	13	0.048611111	2011			
184	5	3	0.23	5	0.107101449	2011			
184	5	11	0.13	30	0.073589744	2011			
184	5	10	0.19	17	0.072820513	2011			
184	5	9	0.17	27	0.045384615	2011			
184	5	2	0.23	15	0.099027778	2011			
184	5	1	0.21	29	0.11173913	2011			
184	5	8	0.16	8	0.09974359	2012			
184	5	4	0.17	21	0.061866667	2012			
184	5	12	0.27	3	0.143913043	2012			
184	5	7	0.15	7	0.089333333	2012			
184	5	6	0.14	28	0.07474359	2012			
184	5	5	0.13	29	0.0712	2012			
184	5	3	0.18	20	0.100724638	2012			
184	5	11	0.27	10	0.103974359	2012			
184	5	10	0.22	9	0.106025641	2012			
184	5	9	0.22	29	0.116133333	2012			
184	5	2	0.15	10	0.1104	2012			
184	5	1	0.17	13	0.104782609	2012			
184	5	8	0.33	1	0.078076923	2013			
184	5	4	0.32	13	0.121282051	2013			
184	5	12	0.36	23	0.127536232	2013			
184	5	7	0.21	4	0.109102564	2013			
184	5	6	0.26	1	0.111733333	2013			
184	5	5	0.3	30	0.1275	2013			
184	5	3	0.29	2	0.137727273	2013			
184	5	11	0.29	18	0.148333333	2013			
184	5	10	0.31	4	0.155128205	2013			
184	5	9	0.29	30	0.120133333	2013			
184	5	2	0.34	19	0.147777778	2013			
184	5	1	0.38	8	0.191388889	2013			
184	5	8	0.24	6	0.0928	2014			
184	5	4	0.24	9	0.118858974	2014			
184	5	12	0.4	20	0.225833333	2014			
184	5	7	0.32	11	0.109487179	2014			
184	5	6	0.26	26	0.115346667	2014			
184	5	5	0.4	20	0.096944444	2014			
184	5	3	0.41	13	0.172727273	2014			
184	5	11	0.25	3	0.103866667	2014			
184	5	10	0.28	15	0.113461538	2014			
184	5	9	0.22	17	0.085128205	2014			
184	5	2	0.2	27	0.106805556	2014			
184	5	1	0.39	10	0.168611111	2014			
184	5	8	0.22	7	0.1112	2015			
184	5	4	0.41	6	0.128846154	2015			
184	5	12	0.41	24	0.178333333	2015			
184	5	7	0.27	4	0.106282051	2015			
184	5	6	0.37	1	0.102692308	2015			
184	5	5	0.27	13	0.110086957	2015			
184	5	3	0.35	26	0.153787879	2015			
184	5	11	0.39	3	0.111733333	2015			
184	5	10	0.25	9	0.092098765	2015			
184	5	9	0.24	30	0.088933333	2015			
184	5	2	0.38	11	0.152638889	2015			
184	5	1	0.4	9	0.184166667	2015			
184	5	8	0.45	18	0.18	2016			
184	5	4	0.33	20	0.15025641	2016			
184	5	12	0.3	3	0.142083333	2016			
184	5	7	0.3	9	0.113466667	2016			
184	5	6	0.45	13	0.114615385	2016			
184	5	5	0.33	17	0.10115942	2016			
184	5	3	0.43	28	0.126666667	2016			
184	5	11	0.5	25	0.188205128	2016			
184	5	10	0.28	29	0.116538462	2016			
184	5	9	0.45	19	0.182933333	2016			
184	5	2	0.36	6	0.1648	2016			
184	5	1	0.28	8	0.133913043	2016			
184	5	8	0.25	16	0.050128205	2017			
184	5	4	0.27	25	0.134266667	2017			
184	5	7	0.23	26	0.086	2017			
184	5	6	0.22	17	0.077948718	2017			
184	5	5	0.22	10	0.085416667	2017			
184	5	3	0.32	20	0.143666667	2017			
184	5	10	0.34	7	0.131794872	2017			
184	5	9	0.28	18	0.116933333	2017			
184	5	2	0.46	8	0.148194444	2017			
184	5	1	0.46	19	0.167391304	2017			
187	5	8	0.019	20	0.007423077	2008			
187	5	12	0.068	31	0.018180556	2008			
187	5	7	0.039	31	0.012178571	2008			
187	5	11	0.066	22	0.015813333	2008			
187	5	10	0.023	23	0.01004	2008			
187	5	9	0.035	30	0.009606557	2008			
187	5	8	0.04	15	0.010226667	2009			
187	5	4	0.045	9	0.011153846	2009			
187	5	12	0.061	25	0.01952	2009			
187	5	7	0.042	15	0.012641026	2009			
187	5	6	0.03	11	0.011410256	2009			
187	5	5	0.02	5	0.006811594	2009			
187	5	3	0.054	13	0.015833333	2009			
187	5	11	0.033	3	0.0115	2009			
187	5	10	0.031	7	0.010308642	2009			
187	5	9	0.024	5	0.009974359	2009			
187	5	2	0.045	16	0.019166667	2009			
187	5	1	0.086	26	0.027884058	2009			
187	5	8	0.024	17	0.00728	2010			
185	15					2016		7.0291	0.333353415
187	5	4	0.04	6	0.010692308	2010			
187	5	12	0.081	1	0.038586667	2010			
187	5	7	0.04	2	0.010820513	2010			
187	5	6	0.026	18	0.01125641	2010			
187	5	5	0.071	30	0.01457971	2010			
187	5	11	0.081	29	0.024373333	2010			
187	5	10	0.054	25	0.012282051	2010			
187	5	9	0.04	7	0.012	2010			
187	5	2	0.095	17	0.022861111	2010			
187	5	1	0.069	10	0.0264	2010			
187	5	4	0.024	21	0.007679487	2011			
187	5	12	0.038	1	0.012906667	2011			
187	5	7	0.024	16	0.0096	2011			
187	5	6	0.03	15	0.006948718	2011			
187	5	5	0.023	17	0.007347222	2011			
187	5	3	0.085	26	0.022391304	2011			
187	5	11	0.067	30	0.012038462	2011			
187	5	10	0.027	20	0.007910256	2011			
187	5	9	0.048	27	0.009153846	2011			
187	5	2	0.081	11	0.026277778	2011			
187	5	1	0.138	13	0.047391304	2011			
187	5	8	0.02	20	0.007153846	2012			
187	5	4	0.017	2	0.007626667	2012			
187	5	12	0.032	29	0.014927536	2012			
187	5	7	0.019	3	0.00676	2012			
187	5	6	0.023	27	0.009371795	2012			
187	5	5	0.023	28	0.00724	2012			
187	5	3	0.02	31	0.008869565	2012			
187	5	11	0.054	2	0.015807692	2012			
187	5	10	0.072	31	0.017692308	2012			
187	5	9	0.03	10	0.00876	2012			
187	5	2	0.036	18	0.018906667	2012			
187	5	1	0.056	9	0.017086957	2012			
187	5	8	0.038	7	0.013333333	2013			
187	5	4	0.027	3	0.011512821	2013			
187	5	12	0.034	7	0.011072464	2013			
187	5	7	0.031	27	0.007910256	2013			
187	5	6	0.026	12	0.00928	2013			
187	5	5	0.024	2	0.011	2013			
187	5	3	0.06	11	0.016863636	2013			
187	5	11	0.04	7	0.01825641	2013			
187	5	10	0.024	11	0.012846154	2013			
187	5	9	0.034	6	0.0118	2013			
187	5	2	0.039	20	0.014291667	2013			
187	5	1	0.038	26	0.016986111	2013			
187	5	8	0.042	4	0.008973333	2014			
187	5	4	0.029	17	0.007230769	2014			
187	5	12	0.071	20	0.029569444	2014			
187	5	7	0.047	15	0.016205128	2014			
187	5	6	0.039	23	0.01208	2014			
187	5	5	0.036	29	0.007402778	2014			
187	5	3	0.054	14	0.014424242	2014			
187	5	11	0.051	17	0.025626667	2014			
187	5	10	0.053	11	0.015461538	2014			
187	5	9	0.08	5	0.010961538	2014			
187	5	2	0.051	8	0.010736111	2014			
187	5	1	0.046	27	0.009694444	2014			
187	5	8	0.028	3	0.01188	2015			
187	5	4	0.044	3	0.013423077	2015			
187	5	12	0.049	24	0.018583333	2015			
187	5	7	0.025	3	0.0125	2015			
187	5	6	0.041	18	0.010615385	2015			
187	5	5	0.04	16	0.012811594	2015			
187	5	3	0.052	4	0.017212121	2015			
187	5	11	0.063	3	0.015426667	2015			
187	5	10	0.041	26	0.01145679	2015			
187	5	9	0.031	14	0.010981333	2015			
187	5	2	0.074	14	0.025458333	2015			
187	5	1	0.065	5	0.028791667	2015			
187	5	8	0.11	13	0.010871795	2016			
187	5	4	0.057	12	0.016602564	2016			
187	5	12	0.061	6	0.022194444	2016			
187	5	7	0.046	5	0.014653333	2016			
187	5	6	0.035	27	0.0125	2016			
187	5	5	0.029	4	0.01042029	2016			
187	5	3	0.06	16	0.017304348	2016			
187	5	11	0.073	25	0.023478205	2016			
187	5	10	0.07	13	0.020448718	2016			
187	5	9	0.029	10	0.011386667	2016			
187	5	2	0.052	19	0.022213333	2016			
187	5	1	0.046	14	0.018507246	2016			
187	5	8	0.018	1	0.006961538	2017			
187	5	4	0.059	8	0.01716	2017			
187	5	7	0.029	1	0.01376	2017			
187	5	6	0.021	22	0.006987179	2017			
187	5	5	0.074	4	0.018472222	2017			
187	5	3	0.089	1	0.027318841	2017			
187	5	10	0.029	11	0.005551282	2017			
187	5	9	0.048	22	0.007693333	2017			
187	5	2	0.089	28	0.047402778	2017			
187	5	1	0.089	30	0.047202899	2017			
188	5	8	11	19	4.769230769	2008			
188	5	12	10	13	2.766666667	2008			
188	5	7	10	31	3.285714286	2008			
188	5	11	21	29	4.306666667	2008			
188	5	10	9	22	3.053333333	2008			
188	5	9	7	26	3.7765625	2008			
188	5	8	17	13	3.546666667	2009			
188	5	4	8	28	2.270512821	2009			
188	5	12	21	29	3.546666667	2009			
188	5	7	12	24	4.525641026	2009			
188	5	6	13	12	3.141025641	2009			
188	5	5	6	2	3.246376812	2009			
188	5	3	6	11	1.902777778	2009			
188	5	11	10	3	2.966666667	2009			
188	5	10	12	30	3.148148148	2009			
188	5	9	7	28	1.732051282	2009			
188	5	2	12	9	2.5	2009			
188	5	1	20	9	4.028985507	2009			
188	5	8	3	31	1.293333333	2010			
188	5	4	11	2	1.598717949	2010			
188	5	12	23	10	4.466666667	2010			
188	5	7	5	16	1.576923077	2010			
188	5	6	3	17	0.858974359	2010			
188	5	5	9	13	1.434782609	2010			
188	5	11	15	27	4.24	2010			
188	5	10	9	18	2.743589744	2010			
188	5	9	7	30	1.884615385	2010			
188	5	2	14	3	2.861111111	2010			
188	5	1	12	23	2.753846154	2010			
188	5	4	11	27	1.961538462	2011			
188	5	12	15	24	2.586666667	2011			
188	5	7	4	13	1.12	2011			
188	5	6	2	3	1.115384615	2011			
188	5	5	2	3	0.916666667	2011			
188	5	3	17	5	2.724637681	2011			
188	5	11	10	11	2.782051282	2011			
188	5	10	6	31	1.576923077	2011			
188	5	9	5	7	1.5	2011			
188	5	2	12	16	3.069444444	2011			
188	5	1	17	29	5.507246377	2011			
188	5	8	5	13	1.115384615	2012			
188	5	4	5	16	1.84	2012			
188	5	12	19	8	3.333333333	2012			
188	5	7	4	10	1.4	2012			
188	5	6	5	22	1.897435897	2012			
188	5	5	7	23	1.786666667	2012			
188	5	3	14	30	2.550724638	2012			
188	5	11	11	9	2.794871795	2012			
188	5	10	12	31	3.346153846	2012			
188	5	9	9	28	2.066666667	2012			
188	5	2	10	1	3.506666667	2012			
188	5	1	17	12	3.811594203	2012			
188	5	8	11	19	1.564102564	2013			
188	5	4	6	4	2.269230769	2013			
188	5	12	11	28	3.289855073	2013			
188	5	7	9	15	1.269230769	2013			
188	5	6	3	1	1.413333333	2013			
188	5	5	3	2	1.847222222	2013			
188	5	3	10	26	2.803030303	2013			
188	5	11	14	27	3.846153846	2013			
188	5	10	10	30	2.987179487	2013			
188	5	9	6	23	2.12	2013			
188	5	2	17	13	3.125	2013			
188	5	1	24	8	3.972222222	2013			
